,Publication.Link,Title,Cited.By,Cited.By.Link,X_LLM_Title,X_LLM_Journal,X_LLM_Publisher,X_LLM_Year,X_LLM_Authors,X_LLM_Affiliations,X_LLM_Abstract,X_LLM_Keywords,X_LLM_Funders,X_LLM_Study_Area,X_LLM_Methods,child_authors_and_venue,child_year_guess,child_snippet,child_pdf_link,child_position,X_LLM_SourceUsed,X_LLM_DOI,X_LLM_Authors_Clean,X_LLM_Authors_IDs,X_LLM_Authors_Parsed,Publisher,pub_id,parent_pub_id,count_authors,count_authors_parsed,count_author_ids,Notes,NEW_AUTHORS
106,https://www.sciencedirect.com/science/article/pii/S0375674224000177,The addition of 144Nd atomic mass to routine ICP-MS analysis as a Quick Screening Tool for Approximating Rare Earth Elements (Q-STAR) in natural waters,NA,NA,A quick screening tool for approximating rare earth elements via ICP-MS developed,NA,NA,NA,"EJ Tomaszewski, Z Sun, AJ Bednar",NA,NA,NA,NA,NA,ICP-MS; Environmental sampling and analysis,"EJ Tomaszewski, Z Sun, AJ Bednar - Journal of Geochemical Exploration, 2024 - Elsevier",2024,"Rare earth elements (REEs) are a class of critical minerals, all of which can have supply chain vulnerability that impacts economic security. These elements are widely measured in …",NA,12,URL:html,NA,"EJ Tomaszewski, Z. Sun, AJ Bednar",1164; 1130; 92,"Tomaszewski, E J; Sun, Z.; Bednar, A J",NA,587,1,1,3,3,Reviewed & OK,
107,https://bioone.org/journals/the-southwestern-naturalist/volume-68/issue-2/0038-4909-68.2.86/A-MARINE-VERTEBRATE-FAUNA-FROM-THE-EARLY-PERMIAN-ARTINSKIAN-LUEDERS/10.1894/0038-4909-68.2.86.short,"a Marine Vertebrate Fauna from the Early Permian (artinskian) Lueders Formation of North-Central Texas, USA",NA,NA,Faunal survey of marine vertebrate communities in the Lower Permian of Texas,NA,NA,NA,"R Shell, C Ciampaglio, D Peterman, A Ivanov…",NA,"Fossils of the Permian System in Texas have a long history of study for terrestrial and freshwater vertebrate communities. However, vertebrate communities from fully marine ecosystems are comparatively underreported. This sparse spatial record is especially true for marine communities in the Lower Permian, which makes it difficult to adequately illustrate vertebrate life in Early Permian oceans. Better characterization of these communities provides useful context to biotic responses to environmental perturbations of the Early Permian (e.g., biotic reorganizations and climate changes surrounding the Artinskian Warming Event). Here, we describe a faunal survey that consists of 11 vertebrate taxa from the marine portion of the lower Lueders Formation in Shackelford County, Texas (United States) persisting across multiple bone- and tooth-producing carbonate horizons. Chondrichthyans are represented by hybodontiforms (? Acrodus , “ Lissodus ”), ctenacanthids, neoselachians ( Cooleyella), petalodontids ( Janassa), holocephalians ( Deltodus ), and spines such as those of Amelacanthus . Osteichthyan fish remains consist of mostly Platysomids, along with other paleoniscoids. These new reports paint a clearer picture of marine vertebrate ecosystems in North America's Permian Basin and update the paleobiogeography of Early Permian taxa reported elsewhere around the globe.",NA,NA,"Shackelford County, Texas, United States",NA,"R Shell, C Ciampaglio, D Peterman, A Ivanov… - The Southwestern …, 2024 - BioOne",2024,"Abstract Fossils of the Permian System in Texas have a long history of study for terrestrial and freshwater vertebrate communities. However, vertebrate communities from fully marine …",https://www.researchgate.net/profile/Ryan-Shell/publication/380729829_A_MARINE_VERTEBRATE_FAUNA_FROM_THE_EARLY_PERMIAN_ARTINSKIAN_LUEDERS_FORMATION_OF_NORTH-CENTRAL_TEXAS_USA/links/664c0672479366623a012ace/A-MARINE-VERTEBRATE-FAUNA-FROM-THE-EARLY-PERMIAN-ARTINSKIAN-LUEDERS-FORMATION-OF-NORTH-CENTRAL-TEXAS-USA.pdf,17,URL:html,NA,"R Shell, C. Ciampaglio, D. Peterman, A. Ivanov…",1061; 216; 925; 557,"Shell, R.; Ciampaglio, C.; Peterman, D.; Ivanov, A.",NA,588,1,1,4,4,Both fields were missing 3 new authors,"Armstrong, Adam; Fuelling, Lauren J.; Jacquemin, Stephen J. "
108,https://ui.adsabs.harvard.edu/abs/2020RMxCG..37..197K/abstract,Cretaceous cultch: substrate availability for oyster Exogyra in the Maastrichtian of the eastern Mississippi Embayment,NA,NA,Bioimmuration of Exogyra costata in Upper Maastrichtian Deposits of Northeast Mississippi,NA,NA,NA,"M Kunath, G Phillips, RM Clary",NA,"The gryphaeid oyster Exogyra Say, 1820, is ubiquitous in Upper Cretaceous sediments in the southeastern United States. Like many oysters (Order Ostreida), Exogyra attached its shell to hard surfaces on the seafloor by means of cementation. Throughout its lifetime, Exogyra may preserve through bioimmuration the characteristics and even skeletal remains of substrate organisms, including mollusk shells, echinoids, and bryozoans. Exogyra costata of all sizes were collected from three different localities within upper Maastrichtian deposits in northeast Mississippi and their bioimmurations analyzed. Substrates were identified and classified to compare the three localities' substrate taxa in order to probe differences in benthic population structure. The results of this pilot study provide an overview of available surfaces on the Late Cretaceous seafloor on the eastern side of the Mississippi Embayment. The data suggest that taxonomic diversity among utilized substrates may increase from north to south, which corresponds to increasing depth from shallow marine to deeper sediments on the shelf.",NA,NA,northeast Mississippi,bioimmuration analysis; substrate identification and classification,"M Kunath, G Phillips, RM Clary - Revista Mexicana de …, 2020 - ui.adsabs.harvard.edu",2020,"Abstract The gryphaeid oyster Exogyra Say, 1820, is ubiquitous in Upper Cretaceous sediments in the southeastern United States. Like many oysters (Order Ostreida), Exogyra …",NA,4,URL:html,NA,"M Kunath, G. Phillips, RM Clary",660; 937; 219,"Kunath, M.; Phillips, G.; Clary, R M",NA,589,1,1,3,3,Reviewed & OK,
109,https://repository.tudelft.nl/file/File_091e8d16-9bfe-414a-a408-8e67f353d1cc?preview=1,of thesis Mechanical separation and acid leaching: potential to decrease the environ,NA,NA,Mechanical separation and acid leaching: potential to decrease the environmental impact of the graphite tailings by recovering sulfide sulfur and heavy metals,NA,NA,2022,"Sauli Johannes Rytkönen (Aalto University, Department of Chemical and Metallurgical Engineering)","Aalto University, Department of Chemical and Metallurgical Engineering; Geological Survey of Finland (GTK)","The electrification of the world and the green transition are expected to increase the demand for energy storage technologies such as lithium-ion batteries. This will increase the demand for raw materials used in batteries, such as graphite. Further, due to geopolitical risk and the need for sustainable sources, graphite mining is also of interest in Europe and nations like Finland. During the concentration and/or refining of ore, an enormous amount of waste is produced due to the low concentration of the desired element. Some of the material of interest ends up in these side streams, as for example, in the tailings. However, the waste can potentially be used as a secondary source of raw materials. In this work the potential processing scenarios of graphite mine tailings were investigated. The studied tailings samples originated from pilot metallurgical test work done in Canada with Aitolampi graphite ore. According to the analysis results, the tailings contain high concentrations of sulfidic sulfur and heavy metals, posing a potential risk of acid mine drainage. In this work, the potential strategies for harmful elements removal were studied and advantages and disadvantages were evaluated. This thesis work included magnetic and gravity separation test work done for tailings samples. Additionally, leaching experiments with varying acid molarity, temperature, and solid-to-liquid ratio were conducted. Based on the results, with a low-intensity magnetic separator, 58–64% of sulfidic sulfur could be recovered. Additionally, the magnetic product is theoretically suitable to be used in sulfuric acid production. Further, with gravity separation, the grade of Ni, Co, Cu, and Zn could be increased by a ratio of two to three. By leaching experiments, the leaching orders of the sulfide minerals pyrrhotite, sphalerite, chalcopyrite, and pyrite were confirmed. However, the concentrations of Co, Ni, Cu, and Zn in the tailings were too low, and Fe was too high to be economically attractive, so that recovery utilizing only leaching would be economical. This suggests that low grade tailings will still require technological innovations to achieve concentrates suitable for state-of-the-art refining.",Circular economy; graphite; tailings; sulfur; metal recovery,BATCircle 2.0 project; Geological Survey of Finland; Academy of Finland,Finland,magnetic separation; gravity separation; leaching experiments,SJ Rytkönen - 2022 - repository.tudelft.nl,2022,The electrification of the world and the green transition are expected to increase the demand for energy storage technologies such as lithium-ion batteries. This will increase the demand …,https://repository.tudelft.nl/file/File_091e8d16-9bfe-414a-a408-8e67f353d1cc?preview=1,3,URL:pdf,NA,"Rytkönen, Sauli Johannes",NA,NA,NA,598,2,1,0,0,Parsed field lost 1 new author,"Rytkonen, Sauli Johannes"
110,https://www.doria.fi/handle/10024/181329,Flake graphite prospects in the Fennoscandian Shield,NA,NA,Flake graphite prospects in the Fennoscandian Shield,NA,ÅBO AKADEMI UNIVERSITY,2021,"Jenny Palosaari (ÅBO AKADEMI UNIVERSITY, Geology and Mineralogy)","ÅBO AKADEMI UNIVERSITY, Geology and Mineralogy","Natural graphite is listed among the critical raw materials for the European Union because of its economic importance and supply risk. Natural graphite is needed in batteries and energy storage and the demand is growing continuously. This thesis describes two flake graphite occurrences in Fennoscandia and is motivated by the importance of graphite for the future. The flake graphite occurrences in Sortland (Norway) and in Piippumäki (Finland) were studied. Sampled graphite-bearing rocks and liberated graphite flakes were examined and analyzed with petrographic microscopy, scanning electron microscopy (SEM), X-ray diffraction (XRD) and Raman spectroscopy. The results of this study show that the flake graphite found in both Sortland and Piippumäki are of high quality with minor or no defects.",flake graphite; Fennoscandian Shield; Raman spectroscopy,NA,"Fennoscandian Shield, Sortland (Norway) and Piippumäki (Finland)",petrographic microscopy; scanning electron microscopy (SEM); X-ray diffraction (XRD); Raman spectroscopy,J Palosaari - 2021 - doria.fi,2021,Natural graphite is listed among the critical raw materials for the European Union because of its economic importance and supply risk. Natural graphite is needed in batteries and energy …,https://www.doria.fi/bitstream/handle/10024/181329/palosaari_jenny.pdf?sequence=3,18,URL:html | ALT:pdf,NA,"Palosaari, J. e. n. n. y.",NA,NA,Abo Akademi University,610,2,1,0,0,Parsed field lost 1 new author,"Palosaari, Jenny"
111,"https://bdta.abcd.usp.br/item/003021235#:~:text=Abstract%3A%20O%20presente%20trabalho%20consiste%20na%20caracteriza%C3%A7%C3%A3o%20mineral%C3%B3gica,Pedra%20Preta%2C%20no%20Complexo%20Canind%C3%A9%20do%20Cear%C3%A1%20Central.","Petrographic and mineralogical characterization of graphite occurrences of the Canind� Complex of Cear� Central, Arim Tr�iapedra Branca, Borborema Province (CE)",NA,NA,"CARACTERIZAÇÃO PETROGRÁFICA E MINERALÓGICA DAS OCORRÊNCIAS DE GRAFITA DO COMPLEXO CANINDÉ DO CEARÁ CENTRAL, ARIM …",NA,NA,2019,P BRANCA,NA,NA,NA,NA,NA,NA,P BRANCA - 2019 - Instituto de Geociências,2019,NA,NA,20,FromColumns,NA,"BRANCA, P.",1353,"Bassan, Lucas",University of Sao Paulo (USP) Digital Library of Academic Works (BDTA),612,2,1,2,2,"Removed blank author space, the link provided 2 more names but they are listed as 'Andrade, F�bio Ramos Dias de (Advisor)  & Sousa, Marcelo Jan�ario de (coorient)' so excluded as authors",
112,NA,"The export potential of an enterprise in the mining industry (based on the materials of LLC ""Zavaliv Graphite Plant"", Kirovohrad region, Haysvyronsky district, urban-type settlement Zavalya)",NA,NA,"Експортний потенціал підприємства видобувної промисловості»(на матеріалах ТОВ «Заваллівський графіт комбінат», Кіровоградська обл …",NA,NA,2019,Н Іванова,NA,NA,NA,NA,NA,NA,Н Іванова - 2019,2019,NA,NA,1,FromColumns,NA,"이승열, 김대용，",1358,"Ivanova, Natalia",NA,613,2,1,2,2,Removed blank author space,
113,https://jgsb.sgb.gov.br/index.php/journal/article/view/260,Geophysical methods in graphite exploration: A review,NA,NA,Geophysical Methods for Graphite Exploration: A Review,NA,CPRM-Serviço Geológico do Brasil,NA,"DR Matos, PM Abreu, R Toscani…",NA,"This study reviews 20 articles on geophysical methods for graphite exploration, analyzing their advantages and limitations, in addition to incorporating insights from 53 other articles to support discussions on graphite properties and geophysical techniques. Electrical methods, such as resistivity and induced polarization, effectively delineate mineralized zones but are constrained by limited spatial coverage. In contrast, magnetic and electromagnetic techniques provide broader survey coverage and greater cost-efficiency, making them valuable for regional exploration, despite their lower resolution in distinguishing graphite from other minerals. Effective exploration requires integrating regional geological surveys with high-resolution investigations by academia and industry. Understanding the geophysical signatures of different graphite deposit types — like lump, flake, and amorphous graphite — is essential for refining exploration strategies and improving discovery rates. By combining large-scale data with focused studies, exploration efforts can be optimized, enhancing the identification and assessment of graphite resources.",NA,NA,NA,geophysical methods; electrical methods; resistivity; induced polarization; magnetic techniques; electromagnetic techniques,"DR Matos, PM Abreu, R Toscani… - Journal of the …, 2025 - jgsb.sgb.gov.br",2025,"Graphite, with its unique thermal, electrical, and chemical properties, is crucial for technologies like energy storage and advanced materials. However, exploring graphite …",https://jgsb.sgb.gov.br/index.php/journal/article/download/260/267,12,URL:html,NA,"DR Matos, PM Abreu, R. Toscani…",757; 5; 1168,"Matos, D R; Abreu, P M; Toscani, R.",Servico Geologico do Brasil (Geological Survey of Brazil),614,2,1,3,3,Both fields were missing 1 new authors,"Gomes, Diego Guilherme Costa"
114,https://www.sciencedirect.com/science/article/pii/S2211714825000196,"Integrated aeromagnetic and airborne radiometric analysis for structural mapping and mineralisation potential in the Naraguta Area, North-Central Nigeria",NA,NA,"Integrated aeromagnetic and airborne radiometric analysis for structural mapping and mineralisation potential in the Naraguta Area, North-Central Nigeria",NA,Elsevier,2025,MU Faruk; SN Yusuf; RI Daspan,NA,This research provides insights into the structural settings and geochemically altered zones within Naraguta and its environs. Various enhancement techniques were employed to …,NA,NA,NA,NA,"MU Faruk, SN Yusuf, RI Daspan - Results in Earth Sciences, 2025 - Elsevier",2025,This research provides insights into the structural settings and geochemically altered zones within Naraguta and its environs. Various enhancement techniques were employed to …,NA,3,FromColumns,10.1016/j.rines.2025.100077,"Faruk, M. U.; Yusuf, S. N.; Daspan, R. I.",351; 1295,"Faruk, M U; Yusuf, S N",Elsevier,624,31,3,2,2,Parsed field lost 1 new author,"Daspan, Raymond Ishaya "
115,https://www.researchgate.net/profile/Daniel-Mueller-44/publication/387611365_Trace_critical_metal_systems/links/677bd580117f340ec3f86ae6/Trace-critical-metal-systems.pdf,Geosystems and Geoenvironment,NA,NA,Geosystems and Geoenvironment,NA,ResearchGate (hosted copy),2024,D Müller; DI Groves; M Santosh; CX Yang,NA,abstract Complex geological formation processes under a variety of tectonic regimes have led to a heterogeneous global distribution of the critical metal resources that will be …,NA,NA,NA,NA,"D Müller, DI Groves, M Santosh, CX Yang - 2024 - researchgate.net",2024,abstract Complex geological formation processes under a variety of tectonic regimes have led to a heterogeneous global distribution of the critical metal resources that will be …,https://www.researchgate.net/profile/Daniel-Mueller-44/publication/387611365_Trace_critical_metal_systems/links/677bd580117f340ec3f86ae6/Trace-critical-metal-systems.pdf,4,FromColumns,10.14293/s2199-1006.1.sor-geo.cl6kebn.v1,"Müller, D.; Groves, D. I.; Santosh, M.; Yang, C. X.",805; 441; ,"Müller, D.; Groves, D I; ",ResearchGate,625,31,4,3,3,"Parsed field lost 1 new author. Removed author 1277 (Yang, C X)","Santosh, M."
116,https://www.sciencedirect.com/org/science/article/pii/S0007070X20003092,Consumer preferences for three dimensions of country of origin of a processed food product,NA,NA,Consumer preferences for three dimensions of country of origin of a processed food product,Brit. Food J.,NA,2020,H. Aizaki,NA,NA,NA,NA,NA,NA,"MG Fikru, N Nguyen, K Awuah-Offei - The Extractive Industries and Society, 2025 - Elsevier",2025,"Several jurisdictions deploy a variety of policy incentives to strengthen the domestic supply chain of minerals and metals needed for the energy transition. However, the public's stance …",NA,7,URL:html,NA,"Aizaki, H.",13; 1357,"Aizaki, H.; Sato, Kazuo",British Food Journal,629,3,1,2,2,Reviewed & OK,
117,https://publication-bi.org/repec/idn/wpaper/WP062023.pdf,Critical Minerals Industries In Indonesia: A Firm-Level Perspective,NA,NA,Critical Minerals Industries in Indonesia: A Firm-Level Perspective,NA,NA,2023,"Donni Fajar Anugrah; Arnita Rishanty; Maxensius Tri Sambodo (Bank Indonesia Institute, Bank Indonesia, Jakarta - Indonesia); Ade Dwi Aryani","Bank Indonesia Institute, Bank Indonesia, Jakarta - Indonesia","This research provides a new perspective on developing Indonesia's critical mineral industry ecosystem from the standpoint of business practitioners and experts. Despite Indonesia's significant potential in critical mineral resources, the success of downstream development is determined by how well the upstream and downstream ecosystems can be strengthened. This includes improving raw material and material efficiency, building a strategic position in the global value chain, ensuring long-term supply sustainability, stimulating local demand, prioritizing the use of green energy, enhancing effective hazardous waste management, and addressing social issues in mining and processing areas. The analysis of Net Present Value (NPV) and Internal Rate of Return (IRR) in nickel downstream development indicates that, although substantial investment is required, a quicker return on investment can be achieved through technological changes, such as adopting pyrometallurgy. The NPV and IRR evaluation in copper downstream development demonstrates the economic feasibility of processing copper concentrate, showing significant profitability. The copper industry continues to grow with added value in the value chain, highlighting the economic benefits of copper downstream development. The prospects downstream development of bauxite and aluminum are also promising. Based on NPV results, brownfield projects appear more economically viable than greenfield projects. Thus, the downstream development of critical minerals in Indonesia necessitates collaboration between the private sector (national and global) and the government to balance economic, social, and environmental objectives.",critical minerals; downstream; firm-level; value-added,NA,Indonesia,Net Present Value (NPV) analysis; Internal Rate of Return (IRR) analysis,"DF Anugrah, A Rishanty, MT Sambodo, AD Aryani - 2023 - publication-bi.org",2023,This research provides a new perspective on developing Indonesia's critical mineral industry ecosystem from the standpoint of business practitioners and experts. Despite Indonesia's …,https://publication-bi.org/repec/idn/wpaper/WP062023.pdf,6,URL:pdf,NA,"Anugrah, Donni Fajar; Rishanty, A. r. n. i. t. a.; Sambodo, Maxensius Tri; Aryani, Ade Dwi",46; 994; 54,"Anugrah, Donni Fajar; Rishanty, Arnita; Aryani, Ade Dwi",NA,635,3,4,3,3,Parsed field lost 1 new author,"Sambodo, Maxensius Tri"
118,https://rgi.edicionescervantes.com/index.php/rgi/article/view/136,"Critical Raw Materials, Deposit Models and Mineral Systems",NA,NA,"Materias primas críticas, modelos de depósitos y sistemas minerales",NA,NA,2024,JL Torres Zafra,NA,NA,NA,NA,NA,NA,"JL Torres Zafra… - …, 2024 - Instituto de Geología y Paleontología",2024,NA,NA,10; 2,FromColumns,NA,"Zafra, JL Torres",1301; 1356,"Zafra, J L Torres; Diaz, Xiomara Cazanas",Geological Survey of Cuba (SGC),638,3; 4,1,2,2,Reviewed & OK,
119,https://www.nature.com/articles/s41467-025-62570-8,Modeling interconnected minerals markets with multicommodity supply curves: examining the copper-cobalt-nickel system,NA,NA,Modeling Prices and Production for Jointly Produced Commodities: The Copper–Cobalt–Nickel System,NA,NA,NA,"J Ryter, K Bhuwalka, R Roth, E Olivetti…",NA,"Demand for many of the metals used in the energy transition is expected to grow rapidly. Many of these are by-products, often considered critical because their production responds weakly to prices and is instead tied to the economics of the host mineral. We present a model of prices and production for jointly produced commodities that accounts for interconnectivity between host and by-product markets at the mine level. We demonstrate this method using the copper–cobalt–nickel system, in which approximately 99% of cobalt is a by-product of copper or nickel mining. Our results show that the model more accurately captures the economic benefits of diversified mine outputs than previous approaches. Furthermore, changes in demand drivers for any two commodities produce non-linear effects on production and price. We challenge the prior best-practice assumption that cobalt cannot impact the copper or nickel markets. Recognizing the importance of both copper and cobalt for future electrification, we emphasize that incentivizing the copper industry to reduce cobalt supply risks could inadvertently undermine copper supply.",NA,NA,NA,4D supply and demand functions; Bayesian optimization; historical modeling,"J Ryter, K Bhuwalka, R Roth, E Olivetti… - Nature …, 2025 - nature.com",2025,"Demand for many of the metals used in the energy transition is expected to grow rapidly. Many of these are by-products, often considered critical because their production responds …",https://www.nature.com/articles/s41467-025-62570-8.pdf,15,URL:html,NA,"J Ryter, K. Bhuwalka, R. Roth, E. Olivetti…",1022; 115; 1009; 891; 30; 1327,"Ryter, J.; Bhuwalka, K.; Roth, R.; Olivetti, E.; Alonso, E.; Nassar, Nedal T.",NA,639,3,1,4,4,"Both fields were missing existing authors 30 (Alonso, E.); 1327 (Nassar, Nedal T.) and 3 new authors","Buarque-Andrade, Laura; Frenzel, Max; Shojaeddini, Ensieh"
120,https://www.sciencedirect.com/science/article/pii/S0957417425019050,Mineral resource prediction based on representation learning,NA,NA,Mineral Representation Learning for Mineral Resource Prediction (MRLMRP),NA,NA,NA,"D Zhou, S Li, H Yao",NA,"This study proposes a novel method, Mineral Representation Learning for Mineral Resource Prediction (MRLMRP). This method addresses the challenges posed by the natural properties of mineralization events at both data and model levels. Also, it offers a robust tool for geologists, extending its implications to research on rocks, strata, and other geological events.",NA,NA,NA,NA,"D Zhou, S Li, H Yao - Expert Systems with Applications, 2025 - Elsevier",2025,Mineral resource prediction aims to identify potentially unexplored mineral resources at given locations. It can reduce the time and cost of mineral exploration and hold the promise …,NA,3,URL:html,NA,"D Zhou, S. Li, H. Yao",1313; 702; 1283,"Zhou, D.; Li, S.; Yao, H.",NA,640,3,1,3,3,Reviewed & OK,
121,https://link.springer.com/article/10.1007/s43994-025-00236-3,Potential of uranium contamination origins in groundwater and treatment technologies: Southern Mediterranean Basin,NA,NA,The potential of 238 U/ 236 U contamination origins in water resources: Southern Mediterranean basin,NA,NA,NA,"Y Hamed, H Jallouli, E Elaloui",NA,"This article systematically shows the major uranium origins in the deep groundwater of the transboundary aquifer of NWSAS. The results of measurements relating to natural and anthropogenic radioactivity in southern Tunisia show that the values ​​of the various components show significant variations depending on the location (0.18 mSv/h < gamma radiation dose < 0.24 mSv/h) in groundwater. The cumulative impact of exposure to these contaminants, regardless of the route, can result in serious health disorders affecting the skin, respiratory/cardiovascular, and central and peripheral nervous system.",uranium; groundwater; radioactivity; NWSAS; contamination; health impact,NA,Southern Tunisia,gamma-ray spectrometer; in situ measurement; radioactivity analysis; sampling,"Y Hamed, H Jallouli, E Elaloui - Journal of Umm Al-Qura University for …, 2025 - Springer",2025,"The potential of 238U/236U contamination origins in water resources: Southern Mediterranean basin, this toxic radionuclide can enter deep water from natural exchange …",https://link.springer.com/content/pdf/10.1007/s43994-025-00236-3.pdf,10,URL:html,NA,"Y Hamed, H. Jallouli, E. Elaloui",455; 561; 321,"Hamed, Y.; Jallouli, H.; Elaloui, E.",NA,641,3,1,3,3,Reviewed & OK,
122,https://www.academia.edu/download/120403554/FINAL_PAPER_1_s2.0_S2214790X24000959_main.pdf,The Extractive Industries and Society,NA,NA,The effects of gas extraction operations on livelihood outcomes among rural communities in the Mtwara Rural District of Tanzania,Extractive Industry and Society,ELSERVIER,2024,"BM Musoma, SS Nyanda, MI Muhanga, FA Massawe",NA,"This study examines the effects of gas extraction operations (GEOs) on livelihood outcomes among rural communities in the Mtwara Rural District of Tanzania. This study employed a cross-sectional research methodology with a proportionately stratified sample of 260 participants. A questionnaire and interview guide were used to collect both quantitative and qualitative data during focus group discussions, key informant interviews, and household surveys. It examines net annual income in Tanzanian shillings (TAS), the monetary value of a household’s assets in TAS, and food security using the Household Food Insufficiency Access Scale (HFIAS). The study revealed that nearby households (treated group) had much stronger food security than distant (control) households by 9.528 to 8.189 across near neighbor matching (NNM) and by 9.444 to 7.619 across radius caliper matching, with these differences being statistically significant at t = 2.0 and t = 2.5, respectively. The results suggest that the government should pursue measures that increase rural households’ chances for off-farm jobs in order to improve their well-being.",NA,NA,"Mtwara Rural District, Tanzania",cross-sectional research methodology; questionnaire; interview guide; focus group discussions; key informant interviews; household surveys,"BM Musoma, SS Nyanda, MI Muhanga, FA Massawe - academia.edu",NA,This study examines the effects of gas extraction operations (GEOs) on livelihood outcomes among rural communities in the Mtwara Rural District of Tanzania. This study employed a …,https://www.academia.edu/download/120403554/FINAL_PAPER_1_s2.0_S2214790X24000959_main.pdf,5,URL:html,NA,"BM Musoma, SS Nyanda, MI Muhanga, FA Massawe",853; 884; 843; 750,"Musoma, B M; Nyanda, S S; Muhanga, M I; Massawe, F A",Elsevier,642,3,1,4,4,Reviewed & OK,
123,https://www.sciencedirect.com/science/article/pii/S2211285525005452,Piezocatalytic lithium extraction from aqueous solutions,NA,NA,The first demonstration of piezocatalytic Li extraction from diluted aqueous solutions.,NA,NA,NA,"J Gao, W Liu, J Sui, Z Zhang, Y Dong, D Wang, F Pan…",NA,The influences of driving voltage and interval length between voltage pulses are studied. The piezocatalytic Li extraction was completely self-sustainable. The piezocatalytic Li extraction has potential for direct Li collection from ocean.,NA,NA,NA,NA,"J Gao, W Liu, J Sui, Z Zhang, Y Dong, D Wang, F Pan… - Nano Energy, 2025 - Elsevier",2025,"Driven by the rapid expansion of electric vehicles and various electronic products, the demand for lithium resources keeps growing. Given the substantial lithium reserves present …",NA,2,URL:html,NA,"J Gao, W. Liu, J. Sui, Z. Zhang, Y. Dong, D. Wang, F. Pan…",393; 694; 1126; 1312; 299; 1212; 903,"Gao, J.; Liu, W.; Sui, J.; Zhang, Z.; Dong, Y.; Wang, D.; Pan, F.",NA,648,17,1,7,7,Both fields were missing 1 new author,"Wang, Xudong"
124,https://www.sciencedirect.com/science/article/pii/S0032591025005820,Influence of particle size on grinding performance of manganese ore in vertical stirred media mill,NA,NA,Extraction of battery metal from low-grade resources through energy-efficient fine grinding.,NA,NA,NA,"A Kumar, R Sahu, SK Tripathy",NA,NA,NA,NA,NA,Grinding performance analysis; Statistical models for optimization,"A Kumar, R Sahu, SK Tripathy - Powder Technology, 2025 - Elsevier",2025,"Manganese is a crucial industrial material that is widely used in steel production and other industrial processes. In recent times, it has been declared as a critical metal in most parts of …",NA,4,URL:html,NA,"A Kumar, R. Sahu, SK Tripathy",658; 1025; 1173,"Kumar, A.; Sahu, R.; Tripathy, S K",NA,649,17,1,3,3,Reviewed & OK,
125,https://www.mdpi.com/2075-163X/15/5/479,Metal Fingerprints of Eocene Rhyolite Magmas Coincident with Carlin-Type Gold Deposition in Nevada USA,NA,NA,Metal Fingerprints of Eocene Rhyolite Magmas Coincident with Carlin-Type Gold Deposition in Nevada USA,NA,MDPI,2025,CN Mercer; HR Babel; CM Mercer; AH Hofstra,"Geology Geophysics & Geochemistry Science Center, U.S. Geological Survey, Denver, CO 80225, USA; Department of Earth Science, Center for Deep Sea Research, University of Bergen, Allégaten 41, 5020 Bergen, Norway",Eocene magmatic systems contemporaneous with world-class Carlin-type Au deposits in Nevada (USA) have been proposed by some researchers as a key ingredient for Au …,NA,NA,NA,NA,"CN Mercer, HR Babel, CM Mercer, AH Hofstra - Minerals, 2025 - mdpi.com",2025,Eocene magmatic systems contemporaneous with world-class Carlin-type Au deposits in Nevada (USA) have been proposed by some researchers as a key ingredient for Au …,NA,18,FromColumns,10.3390/min15050479,"Mercer, C. N.; Babel, H. R.; Mercer, C. M.; Hofstra, A. H.",785; 69; 505,"Mercer, C N; Babel, H R; Hofstra, A H",MDPI,654,4,4,3,3,Parsed field lost 1 new author,"Mercer, Cameron M."
126,https://www.researchgate.net/profile/Long-Nguyen-121/publication/360827992_Perspective_Design_of_cathode_materials_for_sustainable_sodium-ion_batteries/links/62905be08d19206823de78bc/Perspective-Design-of-cathode-materials-for-sustainable-sodium-ion-batteries.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,LARGE‑SCALE ENERGY STORAGE—PERSPECTIVE,NA,NA,LARGE‑SCALE ENERGY STORAGE—PERSPECTIVE,NA,ResearchGate (hosted copy),2022,B Sayahpour; S Parab; H Hirsh; LHB Nguyen; M Zhang,NA,Manufacturing sustainable sodium ion batteries with high energy density and cyclability requires a uniquely tailored technology and a close attention to the economical and …,NA,NA,NA,NA,"B Sayahpour, S Parab, H Hirsh, LHB Nguyen, M Zhang… - 2022 - researchgate.net",2022,Manufacturing sustainable sodium ion batteries with high energy density and cyclability requires a uniquely tailored technology and a close attention to the economical and …,https://www.researchgate.net/profile/Long-Nguyen-121/publication/360827992_Perspective_Design_of_cathode_materials_for_sustainable_sodium-ion_batteries/links/62905be08d19206823de78bc/Perspective-Design-of-cathode-materials-for-sustainable-sodium-ion-batteries.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,14,FromColumns,NA,"Sayahpour, B.; Parab, S.; Hirsh, H.; Nguyen, L. H. B.; Zhang, M.",1029; 908; 500; 866; 1308,"Sayahpour, B.; Parab, S.; Hirsh, H.; Nguyen, L H B; Zhang, M.",ResearchGate,659,4,5,4,4,"Parsed field lost existing author 1029 (Sayahpour, B.) and both fields were missing 1 new author","Meng, Ying Shirley "
