"","check.accents","Notes","replacement","author_id","author_name","canonical_key","extra","last_name","first_name","middle_name"
"605",NA,"",NA,1437,"Hundey, Beth",NA,NA,"Hundey","Beth",NA
"606",NA,"",NA,536,"Hung, Rita Elena Fereira","hung|ref","Fereira","Hung","Rita","Elena"
"607",NA,"",NA,538,"Hurley, Paul K.","hurley|pk",NA,"Hurley","Paul","K"
"608",NA,"",NA,539,"Hurley, W.","hurley|w",NA,"Hurley","W",NA
"609",NA,"",NA,540,"Hurtig, Nicole C.","hurtig|nc",NA,"Hurtig","Nicole","C"
"610",NA,"",NA,541,"Husic, A.","husic|a",NA,"Husic","A",NA
"611",NA,"",NA,542,"Husson, J M","husson|j",NA,"Husson","J","M"
"612",NA,"",NA,543,"Huston, D L","huston|d",NA,"Huston","D","L"
"613",1,"This is two accented e, no seeming duplicates",NA,544,"Hyot, Bérangère","hyot|b",NA,"Hyot","Bérangère",NA
"614",NA,"",NA,1518,"Ibrahim, Mohammad",NA,NA,"Ibrahim","Mohammad",NA
"615",NA,"",NA,545,"Iddir, Hakim","iddir|h",NA,"Iddir","Hakim",NA
"616",NA,"",NA,546,"Idzikowski, C R","idzikowski|c",NA,"Idzikowski","C","R"
"617",NA,"",NA,551,"Ikejiri, T.","ikejiri|t",NA,"Ikejiri","T",NA
"618",NA,"",NA,552,"Ilankoon, I.","ilankoon|i",NA,"Ilankoon","I",NA
"619",NA,"",NA,553,"Im, H.","im|h",NA,"Im","H",NA
"620",NA,"",NA,554,"Ingebritsen, S E","ingebritsen|s",NA,"Ingebritsen","S","E"
"621",NA,"",NA,556,"Ireland, Robert","ireland|r",NA,"Ireland","Robert",NA
"622",NA,"",NA,557,"Ivanov, A.","ivanov|a",NA,"Ivanov","A",NA
"623",NA,"",NA,1358,"Ivanova, Natalia",NA,NA,"Ivanova","Natalia",NA
"624",NA,"",NA,558,"Iverson, Nels","iverson|n",NA,"Iverson","Nels",NA
"625",NA,"",NA,1623,"Jacob, Kristin",NA,NA,"Jacob","Kristin",NA
"626",NA,"",NA,559,"Jacobs, J E","jacobs|j",NA,"Jacobs","J","E"
"627",NA,"",NA,1561,"Jacquemin, Stephen J.",NA,NA,"Jacquemin","Stephen","J"
"628",NA,"",NA,560,"Jafta, C J","jafta|c",NA,"Jafta","C","J"
"629",NA,"",NA,1400,"Jaganathan, Jayaprakash",NA,NA,"Jaganathan","Jayaprakash",NA
"630",NA,"",NA,561,"Jallouli, H.","jallouli|h",NA,"Jallouli","H",NA
"631",NA,"",NA,563,"Jaroenchai, N.","jaroenchai|n",NA,"Jaroenchai","N",NA
"632",1,"This is an accented e, no seeming duplicates",NA,564,"Jaumé, Steven C.","jaum|sc",NA,"Jaumé","Steven","C"
"633",NA,"",NA,565,"Jayasekera, K S","jayasekera|k",NA,"Jayasekera","K","S"
"634",1,"This is an accented c, no seeming duplicates",NA,566,"Jean-François, M.","jeanfranois|m",NA,"Jean-François","M",NA
"635",NA,"",NA,567,"Jebrak, M.","jebrak|m",NA,"Jebrak","M",NA
"636",NA,"",NA,569,"Jenkins, J A","jenkins|j",NA,"Jenkins","J","A"
"637",NA,"",NA,1610,"Jenks, James F.",NA,NA,"Jenks","James","F"
"638",NA,"",NA,571,"Jess, S.","jess|s",NA,"Jess","S",NA
"639",NA,"",NA,1383,"Jia, Nanfei",NA,NA,"Jia","Nanfei",NA
"640",NA,"",NA,574,"Jia, Y.","jia|y",NA,"Jia","Y",NA
"641",NA,"",NA,573,"Jiang, R.","jiang|r",NA,"Jiang","R",NA
"642",NA,"",NA,1680,"Jin, Taeyoung",NA,NA,"Jin","Taeyoung",NA
"643",NA,"",NA,575,"Jin, Y.","jin|y",NA,"Jin","Y",NA
"644",NA,"",NA,579,"Joeckel, R M","joeckel|r",NA,"Joeckel","R","M"
"645",NA,"",NA,584,"John S. Placyk, Jr","johnsplacyk|j","Jr","Placyk","John","S"
"646",NA,"",NA,586,"John, D A","john|d",NA,"John","D","A"
"647",NA,"",NA,581,"Johnson, Christopher","johnson|c",NA,"Johnson","Christopher",NA
"648",NA,"",NA,1375,"Johnson, Craig A.",NA,NA,"Johnson","Craig","A"
"649",NA,"",NA,582,"Johnson, K.","johnson|k",NA,"Johnson","K",NA
"650",NA,"",NA,583,"Johnson, T D","johnson|t",NA,"Johnson","T","D"
"651",NA,"",NA,585,"Johnstone, S.","johnstone|s",NA,"Johnstone","S",NA
"652",NA,"",NA,587,"Jones, D.","jones|d",NA,"Jones","D",NA
"653",NA,"Fixed to be last, first III",NA,550,"Jones, James V. III","iii|jvj","III","Jones","James","V"
"654",NA,"",NA,1449,"Jonsson, Par G.",NA,NA,"Jonsson","Par","G"
"655",NA,"",NA,589,"Jordan, J S","jordan|j",NA,"Jordan","J","S"
"656",NA,"",NA,1732,"Jordan, Teresa E.",NA,NA,"Jordan","Teresa","E"
"657",NA,"",NA,590,"Jowitt, Simon M.","jowitt|sm","","Jowitt","Simon","M"
"658",NA,"",NA,597,"Jung, Youngjae","jung|y",NA,"Jung","Youngjae",NA
"659",NA,"",NA,598,"Justman, D M","justman|d",NA,"Justman","D","M"
"660",NA,"",NA,601,"Kablan, O A B K","kablan|o",NA,"Kablan","O","A B K"
"661",NA,"",NA,604,"Kamo, S L","kamo|s",NA,"Kamo","S","L"
"662",NA,"",NA,603,"Kamoske, A G","kamoske|a",NA,"Kamoske","A","G"
"663",NA,"",NA,605,"Kampf, S.","kampf|s",NA,"Kampf","S",NA
"664",NA,"",NA,606,"Kane, T J","kane|t",NA,"Kane","T","J"
"665",NA,"",NA,607,"Kangas, K W","kangas|k",NA,"Kangas","K","W"
"666",NA,"",NA,1466,"Kantiranis, Nikolaos",NA,NA,"Kantiranis","Nikolaos",NA
"667",NA,"",NA,608,"Kappel, W M","kappel|w",NA,"Kappel","W","M"
"668",NA,"",NA,609,"Karabelli, D.","karabelli|d",NA,"Karabelli","D",NA
"669",1,"This is an accented o, no seeming duplicates",NA,610,"Karacan, CÖ","karacan|c",NA,"Karacan","CÖ",NA
"670",NA,"",NA,1389,"Karaman, Muhittin",NA,NA,"Karaman","Muhittin",NA
"671",NA,"",NA,1374,"Karl, Susan M.",NA,NA,"Karl","Susan","M"
"672",NA,"Fixed to be last,first",NA,1477,"Karuppasamy, K.",NA,NA,"Karuppasamy","K",NA
"673",NA,"",NA,611,"Katz, Lynn E.","katz|le",NA,"Katz","Lynn","E"
"674",NA,"",NA,612,"Keck, B P","keck|b",NA,"Keck","B","P"
"675",NA,"",NA,1597,"Keenan, Rodney",NA,NA,"Keenan","Rodney",NA
"676",NA,"",NA,613,"Kelbert, A.","kelbert|a",NA,"Kelbert","A",NA
"677",NA,"",NA,614,"Kelley, K.","kelley|k",NA,"Kelley","K",NA
"678",NA,"",NA,616,"Kelley, Shari","kelley|s",NA,"Kelley","Shari",NA
"679",NA,"",NA,617,"Kellner, E.","kellner|e",NA,"Kellner","E",NA
"680",NA,"",NA,618,"Kemper, J T","kemper|j",NA,"Kemper","J","T"
"681",NA,"",NA,619,"Kendall, Jerome J.","kendall|jj",NA,"Kendall","Jerome","J"
"682",NA,"",NA,620,"Kendall, Katharine P.","kendall|kp",NA,"Kendall","Katharine","P"
"683",NA,"",NA,622,"Keto, D S","keto|d",NA,"Keto","D","S"
"684",NA,"",NA,1742,"Khan, Tasnuva Ming",NA,NA,"Khan","Tasnuva","Ming"
"685",NA,"",NA,1660,"Kharitonova, Natalya",NA,NA,"Kharitonova","Natalya",NA
"686",NA,"",NA,624,"Khoury, R M","khoury|r",NA,"Khoury","R","M"
"687",NA,"",NA,625,"Kiemel, S.","kiemel|s",NA,"Kiemel","S",NA
"688",NA,"",NA,626,"Kienzle, Benjamin A.","kienzle|ba",NA,"Kienzle","Benjamin","A"
"689",NA,"",NA,628,"Kim, D.","kim|d",NA,"Kim","D",NA
"690",NA,"",NA,629,"Kim, H.","kim|h",NA,"Kim","H",NA
"691",NA,"",NA,630,"Kim, J.","kim|j",NA,"Kim","J",NA
"692",NA,"",NA,1637,"Kim, Rina",NA,NA,"Kim","Rina",NA
"693",NA,"",NA,631,"Kim, Youngsik","kim|y",NA,"Kim","Youngsik",NA
"694",NA,"",NA,1516,"Kincare, Kevin A.",NA,NA,"Kincare","Kevin","A"
"695",NA,"",NA,1514,"Kindratenko, Volodymyr",NA,NA,"Kindratenko","Volodymyr",NA
"696",NA,"",NA,1653,"Kinska, Katarzyna",NA,NA,"Kinska","Katarzyna",NA
"697",NA,"",NA,633,"Kintner, J A","kintner|j",NA,"Kintner","J","A"
"698",NA,"",NA,634,"Kirby, Cindie","kirby|c",NA,"Kirby","Cindie",NA
"699",NA,"",NA,635,"Kitlasten, W.","kitlasten|w",NA,"Kitlasten","W",NA
"700",NA,"",NA,636,"Klerner, J.","klerner|j",NA,"Klerner","J",NA
"701",NA,"",NA,637,"Klimko, J.","klimko|j",NA,"Klimko","J",NA
"702",NA,"",NA,638,"Knapp, M A","knapp|m",NA,"Knapp","M","A"
"703",NA,"",NA,639,"Knierim, K J","knierim|k",NA,"Knierim","K","J"
"704",NA,"",NA,640,"Knight, A C","knight|a",NA,"Knight","A","C"
"705",NA,"",NA,641,"Knoblock, Craig A.","knoblock|ca",NA,"Knoblock","Craig","A"
"706",NA,"",NA,642,"Knox, R.","knox|r",NA,"Knox","R",NA
"707",NA,"",NA,1438,"Koinig, Karin A.",NA,NA,"Koinig","Karin","A"
"708",NA,"",NA,644,"Kolker, A.","kolker|a",NA,"Kolker","A",NA
"709",NA,"",NA,645,"Koller, J.","koller|j",NA,"Koller","J",NA
"710",NA,"",NA,646,"Konuk, Adnan","konuk|a",NA,"Konuk","Adnan",NA
"711",NA,"",NA,1510,"Kooper, Rob",NA,NA,"Kooper","Rob",NA
"712",NA,"",NA,1439,"Kopacek, Jiri",NA,NA,"Kopacek","Jiri",NA
"713",NA,"",NA,647,"Korus, J T","korus|j",NA,"Korus","J","T"
"714",NA,"",NA,648,"Koutz, F.","koutz|f",NA,"Koutz","F",NA
"715",NA,"",NA,649,"Kovach-Hammons, A M","kovachhammons|a",NA,"Kovach-Hammons","A","M"
"716",NA,"",NA,650,"Koyamparambath, A.","koyamparambath|a",NA,"Koyamparambath","A",NA
"717",NA,"",NA,652,"Kozlowski, A.","kozlowski|a",NA,"Kozlowski","A",NA
"718",NA,"",NA,653,"Kraal, K.","kraal|k",NA,"Kraal","K",NA
"719",NA,"",NA,654,"Krall, L.","krall|l",NA,"Krall","L",NA
"720",NA,"",NA,1513,"Kramer, William",NA,NA,"Kramer","William",NA
"721",NA,"",NA,1657,"Krasnodebska-Ostrega, Beata",NA,NA,"Krasnodebska-Ostrega","Beata",NA
"722",NA,"",NA,655,"Kreiner, Douglas C.","kreiner|dc",NA,"Kreiner","Douglas","C"
"723",1,"This is an accented i and an accented c, no seeming duplicates",NA,656,"Krmíček, L.","krmek|l",NA,"Krmíček","L",NA
"724",NA,"",NA,1614,"Krumenacker, L. J.",NA,NA,"Krumenacker","L","J"
"725",NA,"",NA,662,"Ku, A Y","ku|a",NA,"Ku","A","Y"
"726",NA,"",NA,657,"Kuiper, Y D","kuiper|y",NA,"Kuiper","Y","D"
"727",NA,"",NA,658,"Kumar, A.","kumar|a",NA,"Kumar","A",NA
"728",NA,"",NA,659,"Kumar, J.","kumar|j",NA,"Kumar","J",NA
"729",NA,"",NA,660,"Kunath, M.","kunath|m",NA,"Kunath","M",NA
"730",NA,"",NA,661,"Kurup, Parthiv","kurup|p",NA,"Kurup","Parthiv",NA
"731",NA,"",NA,1512,"Kwark, Dou Hoon",NA,NA,"Kwark","Dou","Hoon"
"732",NA,"",NA,664,"Lai, J.","lai|j",NA,"Lai","J",NA
"733",NA,"",NA,665,"Lamb, A P","lamb|a",NA,"Lamb","A","P"
"734",NA,"",NA,1628,"Lan, Tingting",NA,NA,"Lan","Tingting",NA
"735",NA,"",NA,666,"Langenheim, V.","langenheim|v",NA,"Langenheim","V",NA
"736",NA,"",NA,668,"Larison, Caleb","larison|c",NA,"Larison","Caleb",NA
"737",NA,"",NA,669,"Larsen, I J","larsen|i",NA,"Larsen","I","J"
"738",NA,"",NA,671,"Laszlo, Ava","laszlo|a",NA,"Laszlo","Ava",NA
"739",1,"This is an accented a, no seeming duplicates",NA,672,"Laubertová, M.","laubertov|m",NA,"Laubertová","M",NA
"740",NA,"",NA,1722,"Laurence, Stuart J.",NA,NA,"Laurence","Stuart","J"
"741",1,"This is an accented e, no seeming duplicates",NA,673,"Lauzière, K.","lauzire|k",NA,"Lauzière","K",NA
"742",NA,"",NA,1604,"Laville, Thomas",NA,NA,"Laville","Thomas",NA
"743",NA,"",NA,1553,"Lavin, Matt",NA,NA,"Lavin","Matt",NA
"744",NA,"",NA,674,"Lawley, C J M","lawley|c",NA,"Lawley","C","J M"
"745",NA,"",NA,676,"Leak, Alan","leak|a",NA,"Leak","Alan",NA
"746",NA,"",NA,677,"Lebedeva, M I","lebedeva|m",NA,"Lebedeva","M","I"
"747",NA,"",NA,1579,"Lebel, Daniel",NA,NA,"Lebel","Daniel",NA
"748",NA,"",NA,1658,"Lebit, Hermann",NA,NA,"Lebit","Hermann",NA
"749",NA,"",NA,678,"Lederer, Graham W.","lederer|gw",NA,"Lederer","Graham","W"
"750",NA,"",NA,680,"Lee, Eungje","lee|e",NA,"Lee","Eungje",NA
"751",NA,"",NA,681,"Leibowitz, S G","leibowitz|s",NA,"Leibowitz","S","G"
"752",NA,"",NA,1414,"Lesniewska, Alicja",NA,NA,"Lesniewska","Alicja",NA
"753",NA,"",NA,682,"Lewis, R S","lewis|r",NA,"Lewis","R","S"
"754",NA,"",NA,698,"Li, Kuo","li|k",NA,"Li","Kuo",NA
"755",NA,"",NA,1372,"Li, Li",NA,NA,"Li","Li",NA
"756",NA,"",NA,699,"Li, M.","li|m",NA,"Li","M",NA
"757",NA,"",NA,700,"Li, N.","li|n",NA,"Li","N",NA
"758",NA,"",NA,701,"Li, Q.","li|q",NA,"Li","Q",NA
"759",NA,"",NA,702,"Li, S.","li|s",NA,"Li","S",NA
"760",NA,"",NA,1651,"Li, Xin",NA,NA,"Li","Xin",NA
"761",NA,"",NA,1632,"Li, Xiya",NA,NA,"Li","Xiya",NA
"762",NA,"",NA,703,"Li, Y.","li|y",NA,"Li","Y",NA
"763",NA,"",NA,683,"Liang, C.","liang|c",NA,"Liang","C",NA
"764",NA,"",NA,684,"Liimatainen, T.","liimatainen|t",NA,"Liimatainen","T",NA
"765",NA,"",NA,688,"Lin, Fandel","lin|f",NA,"Lin","Fandel",NA
"766",NA,"",NA,1731,"Lin, Kunqi",NA,NA,"Lin","Kunqi",NA
"767",NA,"",NA,685,"Linden, Karl G.","linden|kg",NA,"Linden","Karl","G"
"768",NA,"",NA,1390,"Lindsey, Bruce D.",NA,NA,"Lindsey","Bruce","D"
"769",NA,"",NA,686,"Ling, X.","ling|x",NA,"Ling","X",NA
"770",NA,"",NA,687,"Linnen, R L","linnen|r",NA,"Linnen","R","L"
"771",NA,"",NA,689,"Liquet, B.","liquet|b",NA,"Liquet","B",NA
"772",NA,"",NA,690,"Lisitsin, V.","lisitsin|v",NA,"Lisitsin","V",NA
"773",NA,"",NA,691,"Liu, B.","liu|b",NA,"Liu","B",NA
"774",NA,"",NA,1386,"Liu, Donghui",NA,NA,"Liu","Donghui",NA
"775",NA,"",NA,1368,"Liu, Dongna",NA,NA,"Liu","Dongna",NA
"776",NA,"",NA,1626,"Liu, Jiaqi",NA,NA,"Liu","Jiaqi",NA
"777",NA,"",NA,693,"Liu, Q.","liu|q",NA,"Liu","Q",NA
"778",NA,"",NA,694,"Liu, W.","liu|w",NA,"Liu","W",NA
"779",NA,"",NA,1371,"Liu, Xile",NA,NA,"Liu","Xile",NA
"780",NA,"",NA,1366,"Liu, Xuefei",NA,NA,"Liu","Xuefei",NA
"781",NA,"",NA,695,"Liu, Y.","liu|y",NA,"Liu","Y",NA
"782",NA,"",NA,696,"Liu, Z.","liu|z",NA,"Liu","Z",NA
"783",NA,"",NA,704,"Locmelis, M.","locmelis|m",NA,"Locmelis","M",NA
"784",NA,"",NA,705,"Loferski, Patricia","loferski|p",NA,"Loferski","Patricia",NA
"785",NA,"",NA,706,"Lollato, R.","lollato|r",NA,"Lollato","R",NA
"786",NA,"",NA,1593,"Lopeman, Janice",NA,NA,"Lopeman","Janice",NA
"787",NA,"",NA,707,"Lopez, Julian A.","lopez|ja",NA,"Lopez","Julian","A"
"788",NA,"",NA,708,"Losno, R.","losno|r",NA,"Losno","R",NA
"789",NA,"",NA,709,"Lowers, H A","lowers|h",NA,"Lowers","H","A"
"790",NA,"",NA,710,"Lozano, Cristian David Gomez","lozano|cdg","Gomez","Lozano","Cristian","David"
"791",NA,"",NA,719,"Lu, Y H","lu|y",NA,"Lu","Y","H"
"792",NA,"",NA,720,"Lu, Z.","lu|z",NA,"Lu","Z",NA
"793",NA,"",NA,711,"Lucas, M.","lucas|m",NA,"Lucas","M",NA
"794",NA,"",NA,712,"Luckie, T W","luckie|t",NA,"Luckie","T","W"
"795",NA,"",NA,714,"Lundine, M.","lundine|m",NA,"Lundine","M",NA
"796",NA,"",NA,715,"Lundstrom, S C","lundstrom|s",NA,"Lundstrom","S","C"
"797",NA,"",NA,716,"Luo, D.","luo|d",NA,"Luo","D",NA
"798",NA,"",NA,1515,"Luo, Shirui",NA,NA,"Luo","Shirui",NA
"799",NA,"",NA,717,"Lupulescu, M V","lupulescu|m",NA,"Lupulescu","M","V"
"800",NA,"",NA,718,"Lutz, B M","lutz|b",NA,"Lutz","B","M"
"801",NA,"",NA,722,"Lynggaard, Josefine Reimer","lynggaard|jr",NA,"Lynggaard","Josefine","Reimer"
"802",NA,"",NA,767,"Ma, P J","ma|p",NA,"Ma","P","J"
"803",NA,"",NA,768,"Ma, Z J","ma|z",NA,"Ma","Z","J"
"804",1,"This is three accented a, updated row without accents to replace with this author_id",NA,838,"Márkus, Ádám","mrkus|",NA,"Márkus","Ádám",NA
"805",1,"This is an accented u, no seeming duplicates",NA,805,"Müller, D.","mller|d",NA,"Müller","D",NA
"806",NA,"",NA,723,"Mabee, S B","mabee|s",NA,"Mabee","S","B"
"807",NA,"",NA,724,"Macdonald, F A","macdonald|f",NA,"Macdonald","F","A"
"808",NA,"",NA,725,"Macfarlane, A.","macfarlane|a",NA,"Macfarlane","A",NA
"809",NA,"",NA,726,"Macias, S G","macias|s",NA,"Macias","S","G"
"810",NA,"",NA,727,"Macknick, Jordan E.","macknick|je",NA,"Macknick","Jordan","E"
"811",NA,"",NA,728,"Macqueen, Patricia G.","macqueen|pg",NA,"Macqueen","Patricia","G"
"812",NA,"",NA,729,"MacRae, C M","macrae|c",NA,"MacRae","C","M"
"813",NA,"",NA,730,"Madronich, L.","madronich|l",NA,"Madronich","L",NA
"814",NA,"",NA,731,"Magnin, B P","magnin|b",NA,"Magnin","B","P"
"815",NA,"",NA,1725,"Maity, Joydeep",NA,NA,"Maity","Joydeep",NA
"816",NA,"",NA,1557,"Majumdar, Sayantan",NA,NA,"Majumdar","Sayantan",NA
"817",NA,"Added space between A. M. and split it into first_name & middle_name",NA,1523,"Maksimova, A. M.",NA,NA,"Maksimova","A","M"
"818",NA,"",NA,732,"Malhotra, Mini","malhotra|m",NA,"Malhotra","Mini",NA
"819",NA,"Added space between A. M. and split it into first_name & middle_name",NA,1522,"Malikova, O. I.",NA,NA,"Malikova","O","I"
"820",NA,"",NA,1524,"Malinconico, MaryAnn Love",NA,NA,"Malinconico","MaryAnn","Love"
"821",NA,"",NA,1727,"Mallick, Mousumi",NA,NA,"Mallick","Mousumi",NA
"822",NA,"",NA,733,"Mamula, N.","mamula|n",NA,"Mamula","N",NA
"823",NA,"",NA,734,"Mancheri, N.","mancheri|n",NA,"Mancheri","N",NA
"824",NA,"",NA,735,"Manjong, N B","manjong|n",NA,"Manjong","N","B"
"825",NA,"",NA,1531,"Marchesini, Ivan",NA,NA,"Marchesini","Ivan",NA
"826",NA,"",NA,737,"Marcinov, V.","marcinov|v",NA,"Marcinov","V",NA
"827",NA,"",NA,738,"Margenot, A J","margenot|a",NA,"Margenot","A","J"
"828",NA,"",NA,1454,"Mark-Moser, M.",NA,NA,"Mark-Moser","M",NA
"829",NA,"",NA,1535,"Marmagas, Susan W.",NA,NA,"Marmagas","Susan","W"
"830",NA,"",NA,1578,"Marquis, Genevieve",NA,NA,"Marquis","Genevieve",NA
"831",NA,"",NA,739,"Marscheider-Weidemann, Frank","marscheiderweidemann|f",NA,"Marscheider-Weidemann","Frank",NA
"832",NA,"",NA,1379,"Marsh, Jeffrey H.",NA,NA,"Marsh","Jeffrey","H"
"833",NA,"",NA,740,"Marshak, S.","marshak|s",NA,"Marshak","S",NA
"834",NA,"",NA,741,"Marshall, J M","marshall|j",NA,"Marshall","J","M"
"835",NA,"",NA,745,"Martin, L.","martin|l",NA,"Martin","L",NA
"836",NA,"",NA,746,"Martin, Mickael","martin|m",NA,"Martin","Mickael",NA
"837",NA,"",NA,747,"Martin, S L","martin|s",NA,"Martin","S","L"
"838",NA,"",NA,742,"Martinetti, L B","martinetti|l",NA,"Martinetti","L","B"
"839",NA,"",NA,743,"Martinez, D.","martinez|d",NA,"Martinez","D",NA
"840",NA,"",NA,748,"Marvinney, R G","marvinney|r",NA,"Marvinney","R","G"
"841",NA,"",NA,749,"Masri, Ahmad","masri|a",NA,"Masri","Ahmad",NA
"842",NA,"",NA,750,"Massawe, F A","massawe|f",NA,"Massawe","F","A"
"843",NA,"",NA,751,"Massey, M A","massey|m",NA,"Massey","M","A"
"844",NA,"",NA,752,"Mastalerz, M.","mastalerz|m",NA,"Mastalerz","M",NA
"845",NA,"",NA,753,"Masterman, Steve S.","masterman|ss",NA,"Masterman","Steve","S"
"846",NA,"",NA,754,"Masterson, A.","masterson|a",NA,"Masterson","A",NA
"847",NA,"",NA,756,"Mathew, J J","mathew|j",NA,"Mathew","J","J"
"848",NA,"",NA,755,"Mathews, J P","mathews|j",NA,"Mathews","J","P"
"849",NA,"",NA,758,"Mato, K.","mato|k",NA,"Mato","K",NA
"850",NA,"",NA,757,"Matos, D R","matos|d",NA,"Matos","D","R"
"851",NA,"",NA,1530,"Matteo, Lucio Di",NA,NA,"Matteo","Lucio","Di"
"852",NA,"",NA,759,"Mattheus, C R","mattheus|c",NA,"Mattheus","C","R"
"853",NA,"",NA,760,"Matthews, W A","matthews|w",NA,"Matthews","W","A"
"854",NA,"",NA,761,"Mauk, Jeffrey L.","mauk|jl",NA,"Mauk","Jeffrey","L"
"855",NA,"",NA,763,"Maurer, B W","maurer|b",NA,"Maurer","B","W"
"856",NA,"",NA,1741,"May, Daniel",NA,NA,"May","Daniel",NA
"857",NA,"",NA,766,"May, P.","may|p",NA,"May","P",NA
"858",NA,"",NA,764,"Mayes, R.","mayes|r",NA,"Mayes","R",NA
"859",NA,"",NA,765,"Mayyas, A.","mayyas|a",NA,"Mayyas","A",NA
"860",NA,"",NA,770,"McCafferty, Anne E.","mccafferty|ae",NA,"McCafferty","Anne","E"
"861",NA,"",NA,771,"McCall, James","mccall|j",NA,"McCall","James",NA
"862",NA,"",NA,772,"McCartin, T.","mccartin|t",NA,"McCartin","T",NA
"863",NA,"",NA,1698,"McConnell, Joseph R.",NA,NA,"McConnell","Joseph","R"
"864",NA,"",NA,773,"McLauchlan, K K","mclauchlan|k",NA,"McLauchlan","K","K"
"865",NA,"",NA,774,"McLaughlin, P I","mclaughlin|p",NA,"McLaughlin","P","I"
"866",NA,"",NA,775,"McLaurin, B.","mclaurin|b",NA,"McLaurin","B",NA
"867",NA,"",NA,776,"McLemore, Virginia T.","mclemore|vt",NA,"McLemore","Virginia","T"
"868",NA,"",NA,777,"McMahon, P B","mcmahon|p",NA,"McMahon","P","B"
"869",NA,"",NA,778,"McMillan, H K","mcmillan|h",NA,"McMillan","H","K"
"870",NA,"",NA,779,"McNew, E.","mcnew|e",NA,"McNew","E",NA
"871",NA,"",NA,780,"McPhee, Darcy","mcphee|d",NA,"McPhee","Darcy",NA
"872",NA,"",NA,782,"Meischner, Tim","meischner|t",NA,"Meischner","Tim",NA
"873",NA,"",NA,784,"Melfos, V.","melfos|v",NA,"Melfos","V",NA
"874",NA,"Meant to be Schwan, Melissa R. Updated author_id 1690 and added code to drop this author_id",NA,1695,"Melissa R.",NA,NA,"Melissa","R",NA
"875",NA,"",NA,1572,"Meng, Ying Shirley",NA,NA,"Meng","Ying","Shirley"
"876",NA,"",NA,1571,"Mercer, Cameron M.",NA,NA,"Mercer","Cameron","M"
"877",NA,"Completed first name to check not a duplicate",NA,785,"Mercer, Celestine N","mercer|c",NA,"Mercer","Celestine","N"
"878",NA,"",NA,1382,"Merida, Walter",NA,NA,"Merida","Walter",NA
"879",NA,"",NA,786,"Merriman, C W","merriman|c",NA,"Merriman","C","W"
"880",NA,"",NA,788,"Meszaros, Nicholas F.","meszaros|nf",NA,"Meszaros","Nicholas","F"
"881",NA,"",NA,789,"Meter, K J Van","meter|kv","Van","Meter","K","J"
"882",NA,"",NA,790,"Methner, K.","methner|k",NA,"Methner","K",NA
"883",NA,"",NA,1527,"Mevoli, Federica Angela",NA,NA,"Mevoli","Federica","Angela"
"884",NA,"",NA,792,"Meyer, S.","meyer|s",NA,"Meyer","S",NA
"885",NA,"",NA,793,"Miara, Ariel","miara|a",NA,"Miara","Ariel",NA
"886",NA,"",NA,1471,"Micklethwaite, Steven",NA,NA,"Micklethwaite","Steven",NA
"887",NA,"",NA,1409,"Miehe, Robert",NA,NA,"Miehe","Robert",NA
"888",NA,"",NA,795,"Milinovic, J.","milinovic|j",NA,"Milinovic","J",NA
"889",NA,"",NA,796,"Miller, F W","miller|f",NA,"Miller","F","W"
"890",NA,"",NA,797,"Miller, Kaleisha D.","miller|kd",NA,"Miller","Kaleisha","D"
"891",NA,"",NA,798,"Miller, Mathew","miller|m",NA,"Miller","Mathew",NA
"892",NA,"",NA,799,"Miller, Q R S","miller|q",NA,"Miller","Q","R S"
"893",NA,"",NA,1622,"Mills, Ryan D.",NA,NA,"Mills","Ryan","D"
"894",NA,"",NA,1473,"Mills, Stuart",NA,NA,"Mills","Stuart",NA
"895",NA,"",NA,1591,"Milton, Alex",NA,NA,"Milton","Alex",NA
"896",NA,"",NA,1520,"Mirchi, Ali",NA,NA,"Mirchi","Ali",NA
"897",NA,"",NA,801,"Mitchell, C J","mitchell|c",NA,"Mitchell","C","J"
"898",NA,"",NA,802,"Mixon, R.","mixon|r",NA,"Mixon","R",NA
"899",NA,"",NA,804,"Mlinar, M A","mlinar|m",NA,"Mlinar","M","A"
"900",NA,"",NA,807,"Moecher, D P","moecher|d",NA,"Moecher","D","P"
"901",1,"This is two accented e, no seeming duplicates",NA,808,"Moeyaert, Jérémy","moeyaert|j",NA,"Moeyaert","Jérémy",NA
"902",NA,"",NA,1402,"Mohamed, Abdullahi Ali",NA,NA,"Mohamed","Abdullahi","Ali"
"903",NA,"",NA,809,"Mohamed, G A","mohamed|g",NA,"Mohamed","G","A"
"904",NA,"",NA,811,"Mohr, M.","mohr|m",NA,"Mohr","M",NA
"905",NA,"",NA,810,"Mohriak, W.","mohriak|w",NA,"Mohriak","W",NA
"906",NA,"",NA,812,"Moidu, H.","moidu|h",NA,"Moidu","H",NA
"907",NA,"",NA,813,"Mollenhauer, R.","mollenhauer|r",NA,"Mollenhauer","R",NA
"908",NA,"",NA,814,"Molloy, J.","molloy|j",NA,"Molloy","J",NA
"909",1,"This is an accented a, no seeming duplicates",NA,815,"Molnár, F.","molnr|f",NA,"Molnár","F",NA
"910",NA,"",NA,816,"Monecke, Thomas","monecke|t",NA,"Monecke","Thomas",NA
"911",NA,"",NA,817,"Monroe, A.","monroe|a",NA,"Monroe","A",NA
